domain,political_label,NG_score,diversity,diversity_qn,partisanship_mean,partisanship_median,broadcasters_gini_all,broadcasters_gini_left,broadcasters_gini_right,broadcasters_gini_minima,broadcasters_inequality_all,broadcasters_inequality_left,broadcasters_inequality_right,broadcasters_inequality_minima,article_gini_all,article_gini_left,article_gini_right,article_gini_minima,article_inequality_all,article_inequality_left,article_inequality_right,article_inequality_minima,centrality_degree_all,centrality_degree_left,centrality_degree_right,centrality_degree_minima,centrality_eigen-vector_all,centrality_eigen-vector_left,centrality_eigen-vector_right,centrality_eigen-vector_minima,centrality_page-rank_all,centrality_page-rank_left,centrality_page-rank_right,centrality_page-rank_minima,centrality_harmonic_all,centrality_harmonic_left,centrality_harmonic_right,centrality_harmonic_minima,centrality_closeness_all,centrality_closeness_left,centrality_closeness_right,centrality_closeness_minima,centrality_betweenness_all,centrality_betweenness_left,centrality_betweenness_right,centrality_betweenness_minima,broadcasts_num_all,broadcasts_num_left,broadcasts_num_right,broadcasts_num-log_all,broadcasts_num-log_left,broadcasts_num-log_right,broadcasters_num_all,broadcasters_num_left,broadcasters_num_right,broadcasters_num-log_all,broadcasters_num-log_left,broadcasters_num-log_right,broadcasts_prop-left,broadcasts_prop-right,broadcasters_prop-left,broadcasters_prop-right
kxan.com,left,92.5,0.2249743938028601,0.4463796339625153,-0.1409363980010095,-0.3214285714285714,0.8088269454123114,0.838551912568306,0.5465856481481481,0.5465856481481481,0.9777120772077528,0.9721405466743877,0.7425506555423121,0.7425506555423121,0.779158253941387,0.7592947644941876,0.3744308873572106,0.3744308873572106,0.779158253941387,0.7592947644941876,0.3744308873572106,0.3744308873572106,0.393469387755102,0.7658898305084746,0.7658898305084746,0.7658898305084746,0.0325607994643786,0.0325837790723138,0.032562178381955,0.032562178381955,0.0007104877833773,0.0008147852003342,0.0008124934313574,0.0008124934313574,1667.0,1667.0,1667.0,1667.0,0.4162849551837902,0.8103004291845494,0.8103004291845494,0.8103004291845494,0.0001746169202611,0.0006665775571375,0.0006619624989141,0.0006619624989141,1120,976.0,144.0,7.02108396428914,6.883462586413092,4.969813299576001,123,75.0,48.0,4.812184355372417,4.31748811353631,3.871201010907891,0.8714285714285714,0.1285714285714285,0.6097560975609756,0.3902439024390244
foxsports.com,right,95.0,0.193074302519959,0.6340412759957361,0.0086392739272048,-0.1216216216216216,0.4027777777777777,0.45234375,0.3144368858654572,0.3144368858654572,0.5207920792079209,0.5708154506437768,0.321176137970031,0.321176137970031,0.5758467023172905,0.5908018867924528,0.1711335136464224,0.1711335136464224,0.5758467023172905,0.5908018867924528,0.1711335136464224,0.1711335136464224,0.291156462585034,0.5667372881355932,0.5667372881355932,0.5667372881355932,0.0257021372364363,0.0257279757786398,0.02570455033443,0.02570455033443,0.000538681929685,0.0006173862991768,0.0006158417707121,0.0006158417707121,1479.0,1479.0,1479.0,1479.0,0.3584419606719258,0.6977087952697709,0.6977087952697709,0.6977087952697709,7.050656101619206e-05,0.0002686059502217,0.0002672438178822,0.0002672438178822,132,80.0,49.0,4.882801922586371,4.382026634673881,3.8918202981106265,60,32.0,27.0,4.0943445622221,3.4657359027997265,3.295836866004329,0.6060606060606061,0.3712121212121212,0.5333333333333333,0.45
texasmonthly.com,left,100.0,0.145481905001776,0.3566482177476014,-0.2491222259114731,-0.3343495934959349,0.4709876543209876,0.468397997496871,0.4715909090909091,0.468397997496871,0.6259740259740258,0.6315244242569127,0.6058631921824105,0.6058631921824105,0.3926266339869281,0.3894330565646082,0.3049445137566485,0.3049445137566485,0.3926266339869281,0.3894330565646082,0.3049445137566485,0.3049445137566485,0.4051700680272109,0.7886652542372882,0.7886652542372882,0.7886652542372882,0.0333596626765854,0.0333905556605585,0.0333603658122067,0.0333603658122067,0.0007295943143175,0.0008365532986649,0.0008343803381936,0.0008343803381936,1688.5,1688.5,1688.5,1688.5,0.424111913239279,0.8255356362046349,0.8255356362046349,0.8255356362046349,0.0001869437435192,0.000711946474121,0.0007087980242475,0.0007087980242475,360,272.0,88.0,5.886104031450156,5.605802066295998,4.477336814478207,126,94.0,32.0,4.836281906951478,4.543294782270004,3.4657359027997265,0.7555555555555555,0.2444444444444444,0.746031746031746,0.2539682539682539
theplayerstribune.com,left,77.5,0.1534657688616616,0.3161863731610312,-0.2897455395455418,-0.4210526315789473,0.3084010840108401,0.309452736318408,0.2977777777777777,0.2977777777777777,0.3210963037465426,0.3229417428984111,0.3023255813953488,0.3023255813953488,0.4705523442517662,0.4591284748309541,0.1911544227886057,0.1911544227886057,0.4705523442517662,0.4591284748309541,0.1911544227886057,0.1911544227886057,0.3145578231292517,0.6122881355932204,0.6122881355932204,0.6122881355932204,0.0274314426601441,0.0274794321549214,0.0274322710891332,0.0274322710891332,0.0005776311334728,0.000661865115058,0.0006604409682223,0.0006604409682223,1522.0,1522.0,1522.0,1522.0,0.3702076128161188,0.7206106870229008,0.7206106870229008,0.7206106870229008,8.796331830040591e-05,0.0003335678266784,0.0003335424901222,0.0003335424901222,180,150.0,30.0,5.19295685089021,5.010635294096256,3.4011973816621555,82,67.0,15.0,4.406719247264253,4.204692619390966,2.70805020110221,0.8333333333333334,0.1666666666666666,0.8170731707317073,0.1829268292682926
kristv.com,left,100.0,0.2028531623502947,0.6244345899958007,-0.1949542407239341,-0.3235294117647058,0.5547619047619048,0.1714285714285714,0.624,0.1714285714285714,0.7586682427107956,0.1071428571428571,0.6928746928746928,0.1071428571428571,0.2006079027355623,0.2555555555555555,0.1714285714285714,0.1714285714285714,0.2006079027355623,0.2555555555555555,0.1714285714285714,0.1714285714285714,0.1031292517006802,0.2007415254237288,0.2007415254237288,0.2007415254237288,0.0104506154595219,0.0104695193259547,0.0104514617812333,0.0104514617812333,0.000233292997884,0.0002667793605757,0.0002663006179078,0.0002663006179078,1133.5,1133.5,1133.5,1133.5,0.2855295689073391,0.5557845157491904,0.5557845157491904,0.5557845157491904,3.747787675393995e-06,1.4220145512486491e-05,1.4208079025532253e-05,1.4208079025532253e-05,35,10.0,25.0,3.555348061489413,2.302585092994046,3.218875824868201,12,7.0,5.0,2.4849066497880004,1.9459101490553128,1.6094379124341005,0.2857142857142857,0.7142857142857143,0.5833333333333334,0.4166666666666667
nbcsports.com,left,95.0,0.2066446917136447,0.8671298152573261,-0.1257524441151453,-0.2741935483870967,0.4704383650753496,0.4121181519818228,0.4524647887323944,0.4121181519818228,0.6964218971918369,0.5995648165222203,0.6359763142692085,0.5995648165222203,0.4047958840063133,0.3746162671710751,0.3608625873932373,0.3608625873932373,0.4047958840063133,0.3746162671710751,0.3608625873932373,0.3608625873932373,0.398095238095238,0.7748940677966102,0.7748940677966102,0.7748940677966102,0.0328789125243193,0.0329073923411261,0.0328801538025645,0.0328801538025645,0.0007181493371761,0.0008233746743536,0.0008212672598208,0.0008212672598208,1675.5,1675.5,1675.5,1675.5,0.41934455061748,0.8162559446606139,0.8162559446606139,0.8162559446606139,0.000179883682387,0.0006848364132891,0.0006819676189156,0.0006819676189156,413,233.0,142.0,6.023447592961033,5.4510384535657,4.955827057601261,134,85.0,48.0,4.897839799950911,4.442651256490317,3.871201010907891,0.5641646489104116,0.3438256658595641,0.6343283582089553,0.3582089552238806
al.com,left,95.0,0.2184822519149715,0.5137920684793034,-0.2261796694677323,-0.4489795918367347,0.3975965812946339,0.4091945288753799,0.3651816067275004,0.3651816067275004,0.6425073498180243,0.6849885917099758,0.4184284004786598,0.4184284004786598,0.7113522972422406,0.6528731068160021,0.4111088773852004,0.4111088773852004,0.7113522972422406,0.6528731068160021,0.4111088773852004,0.4111088773852004,0.4691156462585034,0.913135593220339,0.913135593220339,0.913135593220339,0.0366904210195525,0.0367102014367078,0.0366909802398798,0.0366909802398798,0.0008426315366892,0.0009664617166307,0.0009637012628629,0.0009637012628629,1806.0,1806.0,1806.0,1806.0,0.4726822346872472,0.9200779727095516,0.9200779727095516,0.9200779727095516,0.0003148955441546,0.0012011914337576,0.0011938510237086,0.0011938510237086,586,423.0,162.0,6.373319789577012,6.0473721790462776,5.087596335232384,238,168.0,69.0,5.472270673671475,5.123963979403259,4.23410650459726,0.7218430034129693,0.2764505119453925,0.7058823529411765,0.2899159663865546
bizjournals.com,left,100.0,0.2108349725838597,0.9288656440576802,-0.0834679127001222,-0.1818181818181818,0.7938024078225653,0.8104733062213377,0.7502270861833106,0.7502270861833106,0.9672548902435092,0.9817038938949734,0.8669502645502646,0.8669502645502646,0.2346431784611605,0.2434011034469253,0.2141705834565742,0.2141705834565742,0.2346431784611605,0.2434011034469253,0.2141705834565742,0.2141705834565742,0.4764625850340135,0.927436440677966,0.927436440677966,0.927436440677966,0.0370150112437656,0.0370403509279376,0.0370159316635321,0.0370159316635321,0.0008563031443676,0.0009820067039408,0.000979315874309,0.000979315874309,1819.5,1819.5,1819.5,1819.5,0.4789846644830771,0.9323456790123456,0.9323456790123456,0.9323456790123456,0.0003364538256123,0.0012815735647354,0.001275466883422,0.001275466883422,3118,1651.0,1462.0,8.044947049617722,7.409136443920128,7.2875606403097235,303,175.0,125.0,5.713732805509369,5.1647859739235145,4.8283137373023015,0.5295060936497755,0.468890314304041,0.5775577557755776,0.4125412541254125
jamanetwork.com,left,92.5,0.1885195552909527,0.6267746801752719,-0.18343007536795,-0.3572874493927125,0.7150108270258458,0.6804296174174466,0.7624735901186414,0.6804296174174466,0.9065654636403524,0.8622371027478638,0.9357730146261176,0.8622371027478638,0.4523222487363576,0.4629627920096418,0.4154868000672608,0.4154868000672608,0.4523222487363576,0.4629627920096418,0.4154868000672608,0.4154868000672608,0.4236734693877551,0.8246822033898306,0.8246822033898306,0.8246822033898306,0.0344439818905317,0.034476131713179,0.0344454373375785,0.0344454373375785,0.0007614141782718,0.0008730746881022,0.0008707745395986,0.0008707745395986,1722.5,1722.5,1722.5,1722.5,0.4371085829554895,0.8508337088778729,0.8508337088778729,0.8508337088778729,0.0002161523802383,0.0008230279161389,0.0008193832555261,0.0008193832555261,799,503.0,293.0,6.683360945766275,6.220590170099739,5.680172609017068,126,82.0,42.0,4.836281906951478,4.406719247264253,3.737669618283368,0.6295369211514393,0.3667083854818523,0.6507936507936508,0.3333333333333333
nejm.org,left,100.0,0.1687831876053645,0.572365927114795,-0.1950893463374584,-0.3611111111111111,0.596376811594203,0.5470683511499838,0.6796973518284993,0.5470683511499838,0.7995322260709952,0.7054782758028506,0.865934065934066,0.7054782758028506,0.5105591157171767,0.5745768004639495,0.1009375,0.1009375,0.5105591157171767,0.5745768004639495,0.1009375,0.1009375,0.3529251700680272,0.6869703389830508,0.6869703389830508,0.6869703389830508,0.0299462240853037,0.0299833301550418,0.0299472453173424,0.0299472453173424,0.0006420490942473,0.000735983409944,0.000734166378881,0.000734166378881,1592.5,1592.5,1592.5,1592.5,0.3912641974902102,0.7615974183138362,0.7615974183138362,0.7615974183138362,0.0001256906254875,0.000478038029655,0.0004765275791644,0.0004765275791644,368,245.0,122.0,5.908082938168931,5.501258210544727,4.804021044733257,90,63.0,26.0,4.499809670330265,4.143134726391533,3.258096538021482,0.6657608695652174,0.3315217391304347,0.7,0.2888888888888888
sojo.net,left,92.5,0.0751665879240211,0.2453629229820099,-0.4562477008617629,-0.5055555555555555,0.475,0.475036075036075,0.0,0.0,0.7474747474747474,0.7451969322760954,0.0,0.0,0.1589690721649484,0.1564871513058041,0.0,0.0,0.1589690721649484,0.1564871513058041,0.0,0.0,0.2476190476190476,0.4819915254237288,0.4819915254237288,0.4819915254237288,0.0224932401691083,0.0225383716507853,0.0224942684815294,0.0224942684815294,0.0004666402167944,0.000534489878687,0.0005334132569193,0.0005334132569193,1399.0,1399.0,1399.0,1399.0,0.3384312440956843,0.6587578506629449,0.6587578506629449,0.6587578506629449,4.269515216399302e-05,0.0001618084400404,0.0001618986134882,0.0001618084400404,100,99.0,1.0,4.605170185988092,4.59511985013459,0.0,36,35.0,1.0,3.58351893845611,3.555348061489413,0.0,0.99,0.01,0.9722222222222222,0.0277777777777777
knock-la.com,left,62.0,0.0180388364681889,0.1950896233833031,-0.637000928890517,-0.6214285714285714,0.4428571428571429,0.4428571428571429,,,0.4974358974358974,0.4974358974358974,,,0.3409090909090909,0.3409090909090909,,,0.3409090909090909,0.3409090909090909,,,0.1382312925170068,0.2690677966101695,0.2669491525423729,0.2669491525423729,0.013953749055793,0.013980730824006,0.0138990507497587,0.0138990507497587,0.0002874412376012,0.0003289135905926,0.0003261042782948,0.0003261042782948,1198.0,1198.0,1196.0,1196.0,0.2968004729431552,0.5777233782129743,0.5770171149144254,0.5770171149144254,5.480351623066993e-06,2.0769738531328697e-05,1.953486031445757e-05,1.953486031445757e-05,28,28.0,0.0,3.332204510175204,3.332204510175204,,10,10.0,0.0,2.302585092994046,2.302585092994046,,1.0,,1.0,
gallup.com,left,95.0,0.2501403565232742,0.3907364583925337,-0.0205456411709997,-0.059322033898305,0.338368580060423,0.2737709743891669,0.3948652503565799,0.2737709743891669,0.6284392624471372,0.4147599399849962,0.703969298028704,0.4147599399849962,0.3368137221134259,0.3109741218776087,0.3005921759608569,0.3005921759608569,0.3368137221134259,0.3109741218776087,0.3005921759608569,0.3005921759608569,0.4476190476190476,0.871292372881356,0.871292372881356,0.871292372881356,0.035475123069959,0.0354936792405398,0.0354761770333726,0.0354761770333726,0.0008056777687079,0.0009240134651553,0.0009213966464241,0.0009213966464241,1766.5,1766.5,1766.5,1766.5,0.4551590547058805,0.8859690286250587,0.8859690286250587,0.8859690286250587,0.00027496298724,0.0010489265578839,0.0010423828048067,0.0010423828048067,331,158.0,173.0,5.802118375377063,5.062595033026967,5.153291594497779,163,86.0,77.0,5.093750200806762,4.454347296253507,4.343805421853684,0.4773413897280967,0.5226586102719033,0.5276073619631901,0.4723926380368098
ncronline.org,left,100.0,0.2028915568461761,0.44292680195068,-0.18821234845758,-0.288135593220339,0.4005376344086021,0.4310344827586208,0.2222222222222222,0.2222222222222222,0.588113777212776,0.5976076555023924,0.1623931623931624,0.1623931623931624,0.3519965277777778,0.3170993349066723,0.3117647058823529,0.3117647058823529,0.3519965277777778,0.3170993349066723,0.3117647058823529,0.3117647058823529,0.2663945578231292,0.5185381355932204,0.5185381355932204,0.5185381355932204,0.0242079440619894,0.0242382179480567,0.0242100238431043,0.0242100238431043,0.0004963172136071,0.0005686387398993,0.0005673654110627,0.0005673654110627,1433.5,1433.5,1433.5,1433.5,0.3467801021016201,0.6750089381480158,0.6750089381480158,0.6750089381480158,4.9320630709938034e-05,0.0001873745504948,0.0001869576166505,0.0001869576166505,72,58.0,14.0,4.276666119016055,4.060443010546419,2.6390573296152584,31,22.0,9.0,3.4339872044851463,3.091042453358316,2.19722457733622,0.8055555555555556,0.1944444444444444,0.7096774193548387,0.2903225806451613
c-span.org,left,82.5,0.2262313093049826,0.7922188357434381,-0.1018778063555279,-0.24,0.4986329534766726,0.5196985777966462,0.4601287183109646,0.4601287183109646,0.7293599187023124,0.7574170777297536,0.6302700623056289,0.6302700623056289,0.1835880838073021,0.1679097522832459,0.147546702649556,0.147546702649556,0.1835880838073021,0.1679097522832459,0.147546702649556,0.147546702649556,0.4949659863945578,0.9634533898305084,0.9634533898305084,0.9634533898305084,0.0378603162418786,0.0378745941342667,0.037861069390538,0.037861069390538,0.0008900466557581,0.0010209846290969,0.001017910392637,0.001017910392637,1853.5,1853.5,1853.5,1853.5,0.4956279742351718,0.9647419519672968,0.9647419519672968,0.9647419519672968,0.0003872965978603,0.0014784001976068,0.0014682189955321,0.0014682189955321,1048,673.0,372.0,6.954638864880987,6.511745329644728,5.918893854273146,349,210.0,137.0,5.855071922202427,5.3471075307174685,4.919980925828125,0.642175572519084,0.3549618320610687,0.6017191977077364,0.3925501432664756
azcentral.com,left,100.0,0.1799150139166963,0.2834896089788628,-0.2592895166997854,-0.4054054054054054,0.4577287768868525,0.4623217529079877,0.4366797044763146,0.4366797044763146,0.6021590647463612,0.597386079221198,0.6177758799487588,0.597386079221198,0.7115663699690402,0.7113136724509044,0.5171762281003092,0.5171762281003092,0.7115663699690402,0.7113136724509044,0.5171762281003092,0.5171762281003092,0.4838095238095238,0.9417372881355932,0.9417372881355932,0.9417372881355932,0.0374256354573833,0.0374387677150363,0.0374264434004078,0.0374264434004078,0.000868652794143,0.0009964894662445,0.0009934581237701,0.0009934581237701,1833.0,1833.0,1833.0,1833.0,0.4854574302193349,0.944944944944945,0.944944944944945,0.944944944944945,0.0003501208333838,0.0013373466513773,0.0013272867766704,0.0013272867766704,864,687.0,177.0,6.761572768804055,6.532334292222349,5.176149732573829,291,226.0,65.0,5.673323267171493,5.420534999272286,4.174387269895637,0.7951388888888888,0.2048611111111111,0.7766323024054983,0.2233676975945017
fda.gov,left,77.5,0.1751851009249612,0.8894546645041395,-0.147522688547076,-0.22,0.3859463669745187,0.4078266946191474,0.3506944444444444,0.3506944444444444,0.6053468495328957,0.6585224185419047,0.4130434782608695,0.4130434782608695,0.4202474839135456,0.3922266139657444,0.1749188311688311,0.1749188311688311,0.4202474839135456,0.3922266139657444,0.1749188311688311,0.1749188311688311,0.3725170068027211,0.7251059322033898,0.7251059322033898,0.7251059322033898,0.0311647582163443,0.031198111085638,0.0311656202970141,0.0311656202970141,0.0006753388926484,0.000774173021866,0.000772263961144,0.000772263961144,1628.5,1628.5,1628.5,1628.5,0.4029679873611264,0.7843788948899044,0.7843788948899044,0.7843788948899044,0.0001495362168848,0.0005687483782768,0.0005669582360103,0.0005669582360103,209,135.0,72.0,5.342334251964811,4.90527477843843,4.276666119016055,86,53.0,32.0,4.454347296253507,3.970291913552122,3.4657359027997265,0.645933014354067,0.3444976076555024,0.6162790697674418,0.3720930232558139
hillreporter.com,left,70.0,0.0423803610883729,0.1648507317588911,-0.4626395547897669,-0.5,0.5328651105143565,0.535366187247153,0.3125,0.3125,0.7419360174517321,0.7418095399762349,0.2727272727272727,0.2727272727272727,0.4545649581538696,0.4515775721114353,0.1442307692307692,0.1442307692307692,0.4545649581538696,0.4515775721114353,0.1442307692307692,0.1442307692307692,0.3629931972789115,0.7065677966101694,0.7065677966101694,0.7065677966101694,0.0307194618082078,0.0307619375124593,0.0307198571619732,0.0307198571619732,0.0006578419333861,0.0007540431097509,0.0007522774207984,0.0007522774207984,1611.0,1611.0,1611.0,1611.0,0.3971924429067285,0.7731367731367731,0.7731367731367731,0.7731367731367731,0.000130653248011,0.0004962724080509,0.0004954669783985,0.0004954669783985,515,507.0,8.0,6.244166900663736,6.228511003591184,2.079441541679836,141,137.0,4.0,4.948759890378168,4.919980925828125,1.3862943611198906,0.9844660194174756,0.0155339805825242,0.9716312056737588,0.0283687943262411
spectrumnews1.com,left,100.0,0.2699819703525555,0.512356586663221,-0.0202906689560654,-0.1538461538461538,0.5874999999999999,0.4118129614438063,0.6318795430944963,0.4118129614438063,0.7734433077277072,0.6844174811818897,0.7315088410487313,0.6844174811818897,0.4441961852861035,0.438521640793667,0.2525137247881608,0.2525137247881608,0.4441961852861035,0.438521640793667,0.2525137247881608,0.2525137247881608,0.3006802721088435,0.5852754237288136,0.5852754237288136,0.5852754237288136,0.0262508489195135,0.0262707198859393,0.0262517393674711,0.0262517393674711,0.0005552493318503,0.0006365686501839,0.0006348068629971,0.0006348068629971,1496.5,1496.5,1496.5,1496.5,0.3631388789136021,0.7068513665293897,0.7068513665293897,0.7068513665293897,8.061882062821232e-05,0.000308251980379,0.0003056778361743,0.0003056778361743,160,53.0,107.0,5.075173815233827,3.970291913552122,4.672828834461906,41,23.0,18.0,3.713572066704308,3.1354942159291497,2.8903717578961645,0.33125,0.66875,0.5609756097560976,0.4390243902439024
militarytimes.com,left,100.0,0.1927788857767777,0.3011603038492069,-0.1932434236559062,-0.3725490196078431,0.4512715480457416,0.4877853424108931,0.2774725274725274,0.2774725274725274,0.8150803549157252,0.8266750084931902,0.3474903474903476,0.3474903474903476,0.4784146707696147,0.5036174456844035,0.2331943286071726,0.2331943286071726,0.4784146707696147,0.5036174456844035,0.2331943286071726,0.2331943286071726,0.3896598639455782,0.7584745762711864,0.7584745762711864,0.7584745762711864,0.032392865960494,0.0324148233085733,0.0323938158967615,0.0323938158967615,0.0007033730677387,0.0008065071216574,0.0008043528383818,0.0008043528383818,1660.0,1660.0,1660.0,1660.0,0.4137986115948086,0.8054607508532423,0.8054607508532423,0.8054607508532423,0.0001664722498948,0.0006347988304145,0.00063113846013,0.00063113846013,279,227.0,52.0,5.631211781821365,5.424950017481403,3.951243718581428,105,77.0,28.0,4.653960350157523,4.343805421853684,3.332204510175204,0.8136200716845878,0.1863799283154122,0.7333333333333333,0.2666666666666666
thestar.com,left,100.0,0.1799750404425766,0.2755978794006623,-0.2350006827886896,-0.4210526315789473,0.3731810145518836,0.3653176092200482,0.3898026315789473,0.3653176092200482,0.4353048966710779,0.4229268292682928,0.4595808383233533,0.4229268292682928,0.4600507543765736,0.4906783159053384,0.2103580562659846,0.2103580562659846,0.4600507543765736,0.4906783159053384,0.2103580562659846,0.2103580562659846,0.419047619047619,0.815677966101695,0.815677966101695,0.815677966101695,0.0340739270689978,0.0341010385483464,0.0340750185076765,0.0340750185076765,0.0007543662897331,0.0008650070442213,0.000862710137487,0.000862710137487,1714.0,1714.0,1714.0,1714.0,0.4337853066092269,0.8443649373881932,0.8443649373881932,0.8443649373881932,0.0002134548616667,0.0008131623585983,0.0008092512567202,0.0008092512567202,258,182.0,76.0,5.552959584921617,5.204006687076795,4.330733340286331,114,82.0,32.0,4.736198448394496,4.406719247264253,3.4657359027997265,0.7054263565891473,0.2945736434108527,0.7192982456140351,0.2807017543859649
press-citizen.com,left,100.0,0.1728557690616793,0.4755309569968022,-0.2129279547191478,-0.3419452887537993,0.2282608695652173,0.1805555555555555,0.2857142857142857,0.1805555555555555,0.1682389937106918,0.1111111111111111,0.2222222222222221,0.1111111111111111,0.1378178835110746,0.1527777777777778,0.1008403361344537,0.1008403361344537,0.1378178835110746,0.1527777777777778,0.1008403361344537,0.1008403361344537,0.1638095238095238,0.3188559322033898,0.3188559322033898,0.3188559322033898,0.0162300871650162,0.0162571931598843,0.0162314090588327,0.0162314090588327,0.0003286408055583,0.0003762087183304,0.0003754462572692,0.0003754462572692,1245.0,1245.0,1245.0,1245.0,0.3055904050340993,0.594833018273472,0.594833018273472,0.594833018273472,1.0324803076171132e-05,3.917768758456648e-05,3.91560382761736e-05,3.91560382761736e-05,23,16.0,7.0,3.1354942159291497,2.772588722239781,1.9459101490553128,12,9.0,3.0,2.4849066497880004,2.19722457733622,1.0986122886681098,0.6956521739130435,0.3043478260869565,0.75,0.25
fivethirtyeight.com,left,92.5,0.1357517984624596,0.3639581596431834,-0.3135922549907686,-0.4370598591549295,0.5100379815518177,0.5239204487506375,0.4083613288540499,0.4083613288540499,0.8159311845981495,0.8232648976459763,0.6031974133285433,0.6031974133285433,0.6587756725202927,0.6545423815187243,0.4993017576696985,0.4993017576696985,0.6587756725202927,0.6545423815187243,0.4993017576696985,0.4993017576696985,0.4718367346938775,0.9184322033898306,0.9184322033898306,0.9184322033898306,0.0367331416028516,0.0367683190278407,0.0367336719935891,0.0367336719935891,0.0008486029115704,0.0009729684943503,0.0009705160433829,0.0009705160433829,1811.0,1811.0,1811.0,1811.0,0.4749970350530025,0.9245837414299706,0.9245837414299706,0.9245837414299706,0.0003273010308903,0.0012444343934135,0.0012408710268987,0.0012408710268987,1067,925.0,141.0,6.9726062513017535,6.829793737512425,4.948759890378168,323,265.0,57.0,5.777652323222656,5.579729825986222,4.04305126783455,0.8669165885660731,0.1321462043111527,0.8204334365325078,0.1764705882352941
covidtracking.com,left,100.0,0.1602826535379879,0.6050572680520057,-0.1991402650031153,-0.3257168458781362,0.5466893039049237,0.5863570391872279,0.15,0.15,0.7458344353345677,0.7233330050231458,0.0857142857142857,0.0857142857142857,0.3268411442483262,0.2658340767172168,0.1875,0.1875,0.3268411442483262,0.2658340767172168,0.1875,0.1875,0.1904761904761904,0.3707627118644068,0.3707627118644068,0.3707627118644068,0.0184473466761841,0.0184776014841443,0.0184489742114578,0.0184489742114578,0.0003718930998797,0.0004258238763183,0.0004249540497917,0.0004249540497917,1294.0,1294.0,1294.0,1294.0,0.3153263802269933,0.6137841352405722,0.6137841352405722,0.6137841352405722,1.6729122873136757e-05,6.344205083347149e-05,6.343046218092581e-05,6.343046218092581e-05,62,53.0,8.0,4.127134385045092,3.970291913552122,2.079441541679836,19,13.0,5.0,2.9444389791664403,2.5649493574615367,1.6094379124341005,0.8548387096774194,0.1290322580645161,0.6842105263157895,0.2631578947368421
haaretz.com,left,92.5,0.1960505054085248,0.3300132870961412,-0.1479816690705671,-0.3235294117647059,0.4549693251533742,0.4995231737554835,0.3254716981132076,0.3254716981132076,0.8238343338075126,0.8465400676078741,0.3485621521335807,0.3485621521335807,0.2696859903381642,0.2292711241327842,0.2992843794156525,0.2292711241327842,0.2696859903381642,0.2292711241327842,0.2992843794156525,0.2292711241327842,0.4285714285714285,0.8342161016949152,0.8342161016949152,0.8342161016949152,0.0344924682752846,0.0345158518589117,0.0344932026124791,0.0344932026124791,0.0007724403807602,0.0008858276821204,0.0008833688274941,0.0008833688274941,1731.5,1731.5,1731.5,1731.5,0.4406833010350892,0.8577919127669241,0.8577919127669241,0.8577919127669241,0.0002374190422244,0.0009052372209009,0.0009001088603586,0.0009001088603586,400,294.0,106.0,5.991464547107982,5.683579767338681,4.663439094112067,163,107.0,56.0,5.093750200806762,4.672828834461906,4.02535169073515,0.735,0.265,0.656441717791411,0.3435582822085889
thebulwark.com,left,92.5,0.0848688923190043,0.3223043152978324,-0.3492793454524021,-0.4318181818181818,0.4548280871670703,0.4472198544762751,0.4906759906759906,0.4472198544762751,0.6486735324407825,0.6596242069806366,0.5419665389288718,0.5419665389288718,0.421499570552412,0.4099510079227995,0.4068408794852564,0.4068408794852564,0.421499570552412,0.4099510079227995,0.4068408794852564,0.4068408794852564,0.430204081632653,0.8373940677966102,0.8373940677966102,0.8373940677966102,0.0346048627261766,0.0346399946261667,0.0346054067561176,0.0346054067561176,0.0007744413182731,0.0008879700184576,0.000885690595374,0.000885690595374,1734.5,1734.5,1734.5,1734.5,0.4418879023135449,0.8601366742596811,0.8601366742596811,0.8601366742596811,0.0002353927655612,0.0008954793154457,0.0008924947049554,0.0008924947049554,826,726.0,99.0,6.716594773520978,6.587550014824796,4.59511985013459,250,223.0,26.0,5.521460917862246,5.407171771460119,3.258096538021482,0.8789346246973365,0.1198547215496368,0.892,0.104
news4jax.com,left,100.0,0.2203814100543683,0.4490409759536197,-0.093023787408183,-0.1964285714285714,0.4789760348583878,0.4192166462668299,0.5352781546811398,0.4192166462668299,0.7584210526315789,0.5158418434145063,0.8317844562692046,0.5158418434145063,0.3961686976580914,0.3112449799196787,0.3288888888888889,0.3112449799196787,0.3961686976580914,0.3112449799196787,0.3288888888888889,0.3112449799196787,0.3240816326530612,0.6308262711864406,0.6308262711864406,0.6308262711864406,0.0282109093449471,0.0282384329380116,0.0282120432278102,0.0282120432278102,0.0005923225857595,0.0006789377150942,0.0006772688430456,0.0006772688430456,1539.5,1539.5,1539.5,1539.5,0.37522009500125,0.73036750483559,0.73036750483559,0.73036750483559,9.18052286998002e-05,0.000349482628342,0.000348110890868,0.000348110890868,153,86.0,67.0,5.030437921392435,4.454347296253507,4.204692619390966,60,38.0,22.0,4.0943445622221,3.6375861597263857,3.091042453358316,0.5620915032679739,0.4379084967320261,0.6333333333333333,0.3666666666666666
